[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2020-04-24 13:14:06.464531 I | etcdmain: etcd Version: 3.4.3
2020-04-24 14:16:32.788217 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (211.893059ms) to execute
2020-04-24 14:16:37.671935 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (774.168146ms) to execute
2020-04-24 14:16:37.672162 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (657.629478ms) to execute
2020-04-24 14:16:37.672812 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:6" took too long (342.631981ms) to execute
2020-04-24 14:16:39.927814 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (233.282057ms) to execute
2020-04-24 14:16:39.928407 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (156.281588ms) to execute
2020-04-24 14:16:40.194154 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (244.544642ms) to execute
2020-04-24 14:16:42.545030 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (281.571273ms) to execute
2020-04-24 14:16:42.545674 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (285.543517ms) to execute
2020-04-24 14:16:47.006324 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:8" took too long (105.074703ms) to execute
2020-04-24 14:16:47.007479 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (239.865688ms) to execute
2020-04-24 14:16:48.477343 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (164.822625ms) to execute
2020-04-24 14:16:48.478938 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/clusterinformations/default\" " with result "range_response_count:1 size:913" took too long (669.120001ms) to execute
2020-04-24 14:16:48.480712 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (583.900802ms) to execute
2020-04-24 14:16:48.785484 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:6" took too long (114.368944ms) to execute
2020-04-24 14:16:48.786252 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:289" took too long (207.610513ms) to execute
2020-04-24 14:16:49.775202 W | etcdserver: read-only range request "key:\"/registry/csidrivers\" range_end:\"/registry/csidrivert\" count_only:true " with result "range_response_count:0 size:6" took too long (100.932786ms) to execute
2020-04-24 14:16:51.554433 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (378.564879ms) to execute
2020-04-24 14:16:51.558036 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (353.810587ms) to execute
2020-04-24 14:16:53.936596 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (213.144265ms) to execute
2020-04-24 14:16:53.937822 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:6" took too long (436.293854ms) to execute
2020-04-24 14:16:53.939482 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (346.572654ms) to execute
2020-04-24 14:16:58.565772 W | etcdserver: read-only range request "key:\"/registry/masterleases/\" range_end:\"/registry/masterleases0\" " with result "range_response_count:1 size:139" took too long (164.495765ms) to execute
2020-04-24 14:17:00.083284 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (266.172629ms) to execute
2020-04-24 14:17:02.739829 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (479.929882ms) to execute
2020-04-24 14:17:02.741414 W | etcdserver: read-only range request "key:\"/registry/validatingwebhookconfigurations\" range_end:\"/registry/validatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:6" took too long (172.01041ms) to execute
2020-04-24 14:17:03.936548 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims\" range_end:\"/registry/persistentvolumeclaimt\" count_only:true " with result "range_response_count:0 size:6" took too long (134.749448ms) to execute
2020-04-24 14:17:04.575526 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (295.014068ms) to execute
2020-04-24 14:17:08.819086 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/clusterinformations/default\" " with result "range_response_count:1 size:913" took too long (220.751448ms) to execute
2020-04-24 14:17:08.819669 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (146.911986ms) to execute
2020-04-24 14:17:08.820521 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (217.913446ms) to execute
2020-04-24 14:17:09.327805 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (331.427084ms) to execute
2020-04-24 14:17:13.963178 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (518.267487ms) to execute
2020-04-24 14:17:13.963870 W | etcdserver: request "header:<ID:9653027836254967855 > lease_revoke:<id:05f671ac52ef57ba>" with result "size:29" took too long (189.647299ms) to execute
2020-04-24 14:17:13.969728 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/hostendpoints\" range_end:\"/registry/crd.projectcalico.org/hostendpointt\" count_only:true " with result "range_response_count:0 size:6" took too long (305.690287ms) to execute
2020-04-24 14:17:15.704959 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (635.284782ms) to execute
2020-04-24 14:17:17.977467 W | etcdserver: read-only range request "key:\"/registry/events/default/mytestwebapp.1608c3ed3a5440e0\" " with result "range_response_count:1 size:740" took too long (153.601023ms) to execute
2020-04-24 14:17:17.978714 W | etcdserver: read-only range request "key:\"/registry/pods/default/mytestwebapp\" " with result "range_response_count:1 size:3019" took too long (161.49291ms) to execute
2020-04-24 14:17:18.377633 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (187.217697ms) to execute
2020-04-24 14:17:18.493395 W | etcdserver: read-only range request "key:\"/registry/masterleases/192.168.32.2\" " with result "range_response_count:1 size:139" took too long (107.333421ms) to execute
2020-04-24 14:17:24.907833 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:264" took too long (335.364487ms) to execute
2020-04-24 14:17:24.908603 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (324.010394ms) to execute
2020-04-24 14:17:37.541234 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (120.7712ms) to execute
2020-04-24 14:17:44.914841 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (153.03244ms) to execute
2020-04-24 14:17:48.651986 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:8" took too long (204.872297ms) to execute
2020-04-24 14:17:55.289338 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (109.142716ms) to execute
2020-04-24 14:18:05.896333 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:8" took too long (254.679266ms) to execute
2020-04-24 14:18:06.569400 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (169.207047ms) to execute
2020-04-24 14:18:09.756216 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (130.530685ms) to execute
2020-04-24 14:18:11.981587 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (176.826253ms) to execute
2020-04-24 14:18:18.694750 W | etcdserver: request "header:<ID:9653027836254968353 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/192.168.32.2\" mod_revision:32894 > success:<request_put:<key:\"/registry/masterleases/192.168.32.2\" value_size:68 lease:429655799400192543 >> failure:<request_range:<key:\"/registry/masterleases/192.168.32.2\" > >>" with result "size:18" took too long (188.752404ms) to execute
2020-04-24 14:18:20.493260 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (315.022801ms) to execute
2020-04-24 14:18:21.420882 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (380.696929ms) to execute
